parent folder,file name,modality,Radiologist Score,Err,kspace shape,reconstruction shape,kspace nan or inf count,reconstruction nan or inf count,kspace min,kspace max,kspace mean,kspace std,reconstruction min,reconstruction max,reconstruction mean,reconstruction std
MultiCoil,Center006_UIH_30T_umr790_P009_T2map.h5,T2map,4,,"(3, 3, 10, 396, 149)","(3, 3, 396, 149)",0,0,5.603956733,7033066.34,22133.50656,60888.70186,3227.841538,2578288.609,86052.67667,185925.2487
MultiCoil,Center006_UIH_30T_umr790_P010_cine_lax_2ch.h5,2ch,5,low SNR and noisy,"(12, 1, 10, 456, 189)","(12, 1, 456, 189)",0,0,1.247584751,2909526.424,33153.4303,63321.95182,2687.845178,5055496.78,102874.796,201258.4696
MultiCoil,Center006_UIH_30T_umr790_P010_cine_lax_3ch.h5,3ch,5,,"(12, 1, 10, 450, 189)","(12, 1, 450, 189)",0,0,3.024366578,4031405.146,21141.67427,54051.23917,2902.059805,2033196.188,77685.09636,166283.175
MultiCoil,Center006_UIH_30T_umr790_P010_cine_lax_4ch.h5,4ch,4.0,,"(12, 1, 10, 442, 189)","(12, 1, 442, 189)",0,0,3.856555531,3738364.349,23807.45342,64257.1206,2668.488327,4039048.358,100615.9293,191922.2723
MultiCoil,Center006_UIH_30T_umr790_P010_cine_sax.h5,sax,5,,"(12, 12, 10, 450, 189)","(12, 12, 450, 189)",0,0,0.94216519,2971689.165,26115.86798,56283.91236,2674.256156,2564453.724,94264.81225,172085.2076
MultiCoil,Center006_UIH_30T_umr790_P010_T1map.h5,T1map,4,,"(3, 1, 10, 390, 149)","(3, 1, 390, 149)",0,0,21.25469993,5491522.667,39571.89874,98773.92263,3641.036077,2804202.721,197162.7912,272670.2466
MultiCoil,Center006_UIH_30T_umr790_P010_T2map.h5,T2map,5,,"(3, 3, 10, 388, 149)","(3, 3, 388, 149)",0,0,5.098707993,5229028.606,31946.56028,69917.03384,3497.039922,2962712.131,128140.0344,206566.8776
MultiCoil,Center006_UIH_30T_umr790_P011_cine_lax_2ch.h5,2ch,5,,"(12, 1, 10, 452, 189)","(12, 1, 452, 189)",0,0,2.819769441,3281777.369,30843.85878,63288.04687,2869.816268,3998722.496,101393.5819,198208.3413
MultiCoil,Center006_UIH_30T_umr790_P011_cine_lax_3ch.h5,3ch,5,,"(12, 1, 10, 448, 189)","(12, 1, 448, 189)",0,0,2.157324235,3942249.298,21170.73938,59281.50181,2543.858671,1865731.851,87248.95753,178920.6138
MultiCoil,Center006_UIH_30T_umr790_P011_cine_lax_4ch.h5,4ch,5.0,,"(12, 1, 10, 448, 189)","(12, 1, 448, 189)",0,0,2.377580703,4532897.286,20638.09258,62906.85146,2789.322162,2300705.969,103354.3056,182071.1832
MultiCoil,Center006_UIH_30T_umr790_P011_cine_sax.h5,sax,5,,"(12, 12, 10, 452, 189)","(12, 12, 452, 189)",0,0,0.419036381,4663507.552,24294.2686,64955.97262,2826.178664,2767484.747,103738.9463,193217.8296
MultiCoil,Center006_UIH_30T_umr790_P011_T1map.h5,T1map,4,artifacts,"(3, 1, 10, 388, 149)","(3, 1, 388, 149)",0,0,7.021214177,5688950.535,36853.47101,112876.5504,2846.347713,3144660.795,216545.4288,306758.8903
MultiCoil,Center006_UIH_30T_umr790_P011_T2map.h5,T2map,5,,"(3, 3, 10, 386, 149)","(3, 3, 386, 149)",0,0,4.11163593,6132763.725,31924.16086,80598.43761,2933.684453,2903002.919,143379.3248,233655.6679
MultiCoil,Center007_Siemens_15T_Avanto_P001_cine_lax_3ch.h5,3ch,5,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,1.13e-08,0.008273532,5.35e-05,0.000131348,1.64e-05,0.004063683,0.000264028,0.000362519
MultiCoil,Center007_Siemens_15T_Avanto_P001_cine_sax.h5,sax,5,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,6.54e-09,0.010869327,5.87e-05,0.000143823,1.59e-05,0.004149212,0.000283525,0.000401089
MultiCoil,Center007_Siemens_15T_Avanto_P002_cine_lax_4ch.h5,4ch,5.0,,"(12, 1, 10, 416, 180)","(12, 1, 416, 180)",0,0,4.48e-09,0.016497462,6.79e-05,0.00019027,1.54e-05,0.009546808,0.000329018,0.000547619
MultiCoil,Center007_Siemens_15T_Avanto_P002_cine_sax.h5,sax,5,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,9.94e-09,0.01351507,5.79e-05,0.000156064,1.85e-05,0.004222604,0.000295367,0.000435678
MultiCoil,Center007_Siemens_15T_Avanto_P003_cine_sax.h5,sax,5,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,3.84e-09,0.00965194,5.93e-05,0.000148857,1.72e-05,0.004364704,0.000287877,0.00041705
MultiCoil,Center007_Siemens_15T_Sola_P001_cine_lax_2ch.h5,2ch,4,,"(12, 1, 10, 320, 120)","(12, 1, 320, 120)",0,0,6.39e-09,0.00432641,2.11e-05,4.37e-05,4.21e-06,0.001717177,8.8e-05,0.000125828
MultiCoil,Center007_Siemens_15T_Sola_P001_cine_sax.h5,sax,4,,"(12, 10, 10, 320, 120)","(12, 10, 320, 120)",0,0,1.87e-10,0.004239785,2e-05,4.04e-05,3.54e-06,0.001608181,7.76e-05,0.000119537
MultiCoil,Center007_Siemens_15T_Sola_P002_cine_lax_3ch.h5,3ch,5,,"(12, 1, 10, 320, 120)","(12, 1, 320, 120)",0,0,4.37e-09,0.00468725,1.54e-05,3.51e-05,5e-06,0.000982474,7.72e-05,9.36e-05
MultiCoil,Center007_Siemens_15T_Sola_P002_cine_sax.h5,sax,5,,"(12, 1, 10, 320, 121)","(12, 1, 320, 121)",0,0,7.05e-09,0.004018437,2.8e-05,6.85e-05,4.68e-06,0.002793055,0.000113512,0.00020467
MultiCoil,Center007_Siemens_15T_Sola_P003_cine_lax_4ch.h5,4ch,4.0,,"(12, 1, 10, 320, 120)","(12, 1, 320, 120)",0,0,9.88e-09,0.006308939,2.73e-05,6.63e-05,4.65e-06,0.001857343,0.000108409,0.000199164
MultiCoil,Center007_Siemens_15T_Sola_P003_cine_sax.h5,sax,5,,"(12, 12, 10, 384, 144)","(12, 12, 384, 144)",0,0,1.08e-09,0.006683516,2.61e-05,6.27e-05,3.98e-06,0.003495209,0.000108991,0.000185142
MultiCoil,Center007_Siemens_15T_Sola_P004_cine_lax_4ch.h5,4ch,5.0,,"(12, 1, 10, 320, 121)","(12, 1, 320, 121)",0,0,3.61e-09,0.004535481,2.59e-05,5.55e-05,4.92e-06,0.002171202,9.66e-05,0.000167817
MultiCoil,Center007_Siemens_15T_Sola_P004_cine_sax.h5,sax,5,,"(12, 12, 10, 384, 144)","(12, 12, 384, 144)",0,0,1.35e-09,0.004494042,2.98e-05,6.4e-05,3.82e-06,0.002590842,0.000111646,0.000193319
MultiCoil,Center007_Siemens_15T_Sola_P005_cine_lax_2ch.h5,2ch,5,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,5.99e-09,0.003943879,3.58e-05,7.78e-05,3.72e-06,0.003501885,0.000122478,0.000241628
MultiCoil,Center007_Siemens_15T_Sola_P005_cine_sax.h5,sax,5,,"(12, 14, 10, 384, 156)","(12, 14, 384, 156)",0,0,8.21e-10,0.004756849,2.37e-05,5.23e-05,3.97e-06,0.002312417,9.51e-05,0.000154786
MultiCoil,Center007_Siemens_15T_Sola_P006_cine_lax_4ch.h5,4ch,5.0,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,1e-08,0.005900937,3.38e-05,8.22e-05,5.13e-06,0.003743519,0.000125945,0.000251211
MultiCoil,Center007_Siemens_15T_Sola_P006_cine_sax.h5,sax,5,,"(12, 12, 10, 384, 144)","(12, 12, 384, 144)",0,0,1.8e-09,0.004914955,2.76e-05,7.37e-05,3.73e-06,0.003263334,0.000123752,0.000216
MultiCoil,Center007_Siemens_15T_Sola_P007_cine_lax_4ch.h5,4ch,5.0,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,5.94e-09,0.005458152,2.71e-05,7.59e-05,4.28e-06,0.00269979,0.000120178,0.000224847
MultiCoil,Center007_Siemens_15T_Sola_P007_cine_sax.h5,sax,5,,"(12, 12, 10, 384, 144)","(12, 12, 384, 144)",0,0,1.28e-09,0.007195729,2.96e-05,8.16e-05,3.82e-06,0.002394424,0.000142922,0.00023438
MultiCoil,Center007_Siemens_15T_Sola_P008_cine_lax_2ch.h5,2ch,5,,"(12, 1, 10, 384, 156)","(12, 1, 384, 156)",0,0,4.08e-09,0.003346501,3.81e-05,7.02e-05,5.01e-06,0.00223061,0.000117966,0.000223377
MultiCoil,Center007_Siemens_15T_Sola_P008_cine_sax.h5,sax,5,,"(12, 1, 10, 448, 176)","(12, 1, 448, 176)",0,0,3.83e-09,0.003360782,2.39e-05,5.46e-05,5.54e-06,0.00176862,0.000103396,0.000157496
MultiCoil,Center007_Siemens_15T_Sola_P009_cine_lax_4ch.h5,4ch,5.0,,"(12, 1, 10, 384, 156)","(12, 1, 384, 156)",0,0,2.39e-09,0.004734245,2.56e-05,7.58e-05,4.12e-06,0.001956245,0.00012779,0.000218358
MultiCoil,Center007_Siemens_15T_Sola_P009_cine_sax.h5,sax,5,,"(12, 1, 10, 448, 176)","(12, 1, 448, 176)",0,0,6.77e-10,0.003417739,2.4e-05,5.46e-05,5.57e-06,0.00149203,0.000105307,0.000156479
MultiCoil,Center007_Siemens_15T_Sola_P010_cine_lax_2ch.h5,2ch,5,,"(12, 1, 10, 384, 168)","(12, 1, 384, 168)",0,0,8.79e-09,0.005278588,4.35e-05,9.4e-05,4.89e-06,0.003729195,0.000149221,0.000291458
MultiCoil,Center007_Siemens_15T_Sola_P010_cine_sax.h5,sax,5,,"(12, 1, 10, 448, 176)","(12, 1, 448, 176)",0,0,7.86e-09,0.004249979,2.65e-05,6.82e-05,5.66e-06,0.002390679,0.000119245,0.000198404
MultiCoil,Center007_Siemens_15T_Sola_P011_cine_lax_4ch.h5,4ch,5.0,,"(12, 1, 10, 384, 132)","(12, 1, 384, 132)",0,0,4.79e-09,0.004499892,2.26e-05,5.83e-05,4.2e-06,0.002060502,9.7e-05,0.000172213
MultiCoil,Center007_Siemens_15T_Sola_P011_cine_sax.h5,sax,5,,"(12, 1, 10, 448, 180)","(12, 1, 448, 180)",0,0,3.08e-09,0.004763448,2.78e-05,5.35e-05,6.49e-06,0.001715968,9.88e-05,0.000163171
MultiCoil,Center007_Siemens_15T_Sola_P012_cine_lax_2ch.h5,2ch,5,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,1.06e-08,0.003388057,2.92e-05,5.8e-05,5.08e-06,0.002288321,0.00010344,0.000177265
MultiCoil,Center007_Siemens_15T_Sola_P012_cine_sax.h5,sax,5,,"(12, 1, 10, 448, 180)","(12, 1, 448, 180)",0,0,5.4e-09,0.004060034,2.19e-05,4.26e-05,5.46e-06,0.001231492,9.3e-05,0.000119695
MultiCoil,Center007_Siemens_15T_Sola_P013_cine_lax_4ch.h5,4ch,5.0,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,2.4e-09,0.006261843,2.44e-05,7.72e-05,4.66e-06,0.002148939,0.000121882,0.000224974
MultiCoil,Center007_Siemens_15T_Sola_P013_cine_sax.h5,sax,5,,"(12, 1, 10, 448, 180)","(12, 1, 448, 180)",0,0,8.63e-09,0.004241896,2.16e-05,4.5e-05,5.68e-06,0.00150797,9.49e-05,0.000126118
MultiCoil,Center007_Siemens_15T_Sola_P014_cine_lax_2ch.h5,2ch,5,,"(12, 1, 10, 384, 156)","(12, 1, 384, 156)",0,0,3.18e-09,0.004202791,4.24e-05,8.48e-05,4.48e-06,0.003350003,0.000147735,0.000260897
MultiCoil,Center007_Siemens_15T_Sola_P015_cine_lax_4ch.h5,4ch,5.0,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,6.39e-09,0.005970479,2.39e-05,7.73e-05,3.99e-06,0.001934715,0.000125341,0.000222985
MultiCoil,Center007_Siemens_15T_Sola_P016_cine_lax_2ch.h5,2ch,5,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,3.82e-09,0.004463147,2.94e-05,7.32e-05,4.58e-06,0.002443962,0.000116709,0.000220319
MultiCoil,Center007_Siemens_15T_Sola_P017_cine_lax_2ch.h5,2ch,5,,"(12, 1, 10, 448, 176)","(12, 1, 448, 176)",0,0,1.54e-08,0.00384398,4.01e-05,6.99e-05,5.43e-06,0.003051745,0.000124108,0.000222583
MultiCoil,Center007_Siemens_15T_Sola_P017_cine_sax.h5,sax,5,,"(12, 6, 10, 448, 176)","(12, 6, 448, 176)",0,0,1.33e-09,0.004484128,2.62e-05,5.22e-05,6.42e-06,0.002847443,0.00010665,0.000150925
MultiCoil,Center007_Siemens_15T_Sola_P018_cine_lax_3ch.h5,3ch,5,,"(12, 1, 10, 448, 176)","(12, 1, 448, 176)",0,0,3.05e-09,0.004150283,2.5e-05,6.26e-05,5.48e-06,0.004053512,9.41e-05,0.000191123
MultiCoil,Center007_Siemens_15T_Sola_P019_cine_lax_4ch.h5,4ch,5.0,,"(12, 1, 10, 448, 176)","(12, 1, 448, 176)",0,0,4.9e-09,0.005870594,2.56e-05,7.59e-05,5.93e-06,0.00269698,0.000122115,0.000222083
MultiCoil,Center007_Siemens_15T_Sola_P020_cine_lax_2ch.h5,2ch,5,,"(12, 1, 10, 448, 180)","(12, 1, 448, 180)",0,0,7.7e-09,0.004713992,3.4e-05,6.76e-05,5.81e-06,0.002670868,0.000113707,0.000210575
MultiCoil,Center007_Siemens_15T_Sola_P021_cine_lax_4ch.h5,4ch,5.0,,"(12, 1, 10, 448, 180)","(12, 1, 448, 180)",0,0,4.3e-09,0.00482665,2.15e-05,5.41e-05,5.33e-06,0.001568027,9.54e-05,0.000157386
MultiCoil,Center007_Siemens_15T_Sola_P025_cine_lax_2ch.h5,2ch,4,,"(12, 1, 10, 448, 176)","(12, 1, 448, 176)",0,0,1.83e-09,0.003108286,2.76e-05,4.67e-05,6.8e-06,0.002046123,0.00010055,0.000138854
MultiCoil,Center007_Siemens_15T_Sola_P026_cine_lax_3ch.h5,3ch,5,,"(12, 1, 10, 448, 176)","(12, 1, 448, 176)",0,0,4.11e-09,0.004071276,1.99e-05,3.64e-05,6.73e-06,0.001203843,8.84e-05,9.72e-05
MultiCoil,Center007_Siemens_15T_Sola_P027_cine_lax_4ch.h5,4ch,5.0,,"(12, 1, 10, 448, 176)","(12, 1, 448, 176)",0,0,4.14e-09,0.003957746,2.1e-05,6.09e-05,4.64e-06,0.002741293,9.63e-05,0.000179563
MultiCoil,Center007_Siemens_30T_Prisma_P001_cine_lax_2ch.h5,2ch,5,,"(12, 1, 10, 320, 126)","(12, 1, 320, 126)",0,0,7.74e-09,0.004444892,5.91e-05,0.00011784,5.25e-06,0.006624182,0.000185807,0.00037323
MultiCoil,Center007_Siemens_30T_Prisma_P001_cine_sax.h5,sax,5,,"(12, 11, 10, 288, 112)","(12, 11, 288, 112)",0,0,8.3e-10,0.005876201,4.48e-05,0.000108079,4.97e-06,0.004038037,0.000193503,0.000315383
MultiCoil,Center007_Siemens_30T_Prisma_P002_cine_lax_4ch.h5,4ch,5.0,,"(12, 1, 10, 320, 126)","(12, 1, 320, 126)",0,0,9.89e-09,0.008329376,7.27e-05,0.000163955,5.46e-06,0.006081708,0.000231194,0.000517936
MultiCoil,Center007_Siemens_30T_Prisma_P002_cine_sax.h5,sax,5,,"(12, 1, 10, 384, 150)","(12, 1, 384, 150)",0,0,3.85e-09,0.007101953,6.17e-05,0.000179524,3.17e-06,0.006897059,0.000249426,0.000546008
MultiCoil,Center007_Siemens_30T_Prisma_P003_cine_sax.h5,sax,5,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,7.14e-09,0.009118492,5.49e-05,0.000163857,5.06e-06,0.005677407,0.000239864,0.000491059
MultiCoil,Center007_Siemens_30T_Prisma_P004_cine_lax_4ch.h5,4ch,5.0,,"(12, 1, 10, 384, 165)","(12, 1, 384, 165)",0,0,3.67e-09,0.013390809,6.74e-05,0.000211968,3.02e-06,0.008153981,0.0002637,0.00065209
MultiCoil,Center007_Siemens_30T_Prisma_P004_cine_sax.h5,sax,5,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,8.94e-09,0.007620913,6.15e-05,0.000168607,5.1e-06,0.006170613,0.000251513,0.000508787
MultiCoil,Center007_Siemens_30T_Prisma_P005_cine_lax_2ch.h5,2ch,5,,"(12, 1, 10, 384, 165)","(12, 1, 384, 165)",0,0,2.76e-09,0.008208877,4.83e-05,0.000151428,2.82e-06,0.006713137,0.000190158,0.000465316
MultiCoil,Center007_Siemens_30T_Prisma_P005_cine_sax.h5,sax,5,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,1.06e-08,0.00864047,6.47e-05,0.000179995,5.23e-06,0.006283069,0.000265216,0.000543583
MultiCoil,Center007_Siemens_30T_Prisma_P006_cine_lax_2ch.h5,2ch,5,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,1.81e-08,0.011104006,5.71e-05,0.000177615,4.59e-06,0.006194562,0.000235578,0.000540853
MultiCoil,Center007_Siemens_30T_Prisma_P006_cine_sax.h5,sax,5,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,1.63e-08,0.006485123,4.58e-05,0.00013036,3.47e-06,0.005200585,0.000192109,0.000392424
MultiCoil,Center007_Siemens_30T_Prisma_P007_cine_lax_3ch.h5,3ch,5,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,4.45e-09,0.009158905,4.93e-05,0.000147296,5.14e-06,0.005560316,0.000184278,0.000455344
MultiCoil,Center007_Siemens_30T_Prisma_P007_cine_sax.h5,sax,4,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,2.07e-09,0.006685279,4.73e-05,0.000133283,2.9e-06,0.005590957,0.000189177,0.000405261
MultiCoil,Center007_Siemens_30T_Prisma_P008_cine_lax_4ch.h5,4ch,5.0,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,1.05e-08,0.01515957,6.01e-05,0.000196899,5.13e-06,0.00576483,0.000261485,0.0005962
MultiCoil,Center007_Siemens_30T_Prisma_P008_cine_sax.h5,sax,5,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,9.77e-09,0.00653376,4.66e-05,0.000137744,2.82e-06,0.004397257,0.000206994,0.000410656
MultiCoil,Center007_Siemens_30T_Prisma_P009_cine_lax_2ch.h5,2ch,5,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,3.51e-09,0.008225235,5.99e-05,0.00014684,2.9e-06,0.00619538,0.000208711,0.000455954
MultiCoil,Center007_Siemens_30T_Prisma_P009_cine_sax.h5,sax,5,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,2.68e-09,0.006950325,4.41e-05,0.000138516,3.24e-06,0.004207991,0.000222006,0.000402488
MultiCoil,Center007_Siemens_30T_Prisma_P010_cine_lax_3ch.h5,3ch,5,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,8.24e-09,0.006082514,4.1e-05,0.000108534,3.07e-06,0.004032493,0.000177278,0.000321229
MultiCoil,Center007_Siemens_30T_Prisma_P010_cine_sax.h5,sax,5,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,4.09e-09,0.005822171,2.56e-05,7.77e-05,3.54e-06,0.002025713,0.000148192,0.000212003
MultiCoil,Center007_Siemens_30T_Prisma_P011_cine_lax_4ch.h5,4ch,5.0,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,1.02e-08,0.012119662,5.36e-05,0.000143313,3.58e-06,0.005118856,0.000224054,0.000428795
MultiCoil,Center007_Siemens_30T_Prisma_P011_cine_sax.h5,sax,5,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,7.74e-09,0.005033603,2.43e-05,7.43e-05,2.69e-06,0.002033069,0.000148511,0.000197478
MultiCoil,Center007_Siemens_30T_Prisma_P012_cine_lax_2ch.h5,2ch,5,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,5.72e-09,0.007208488,3.56e-05,9.19e-05,3.38e-06,0.004493274,0.000162041,0.000266293
MultiCoil,Center007_Siemens_30T_Prisma_P012_cine_sax.h5,sax,5,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,4.38e-09,0.004685256,2.56e-05,7.76e-05,3.24e-06,0.002642011,0.000152518,0.000208654
MultiCoil,Center007_Siemens_30T_Prisma_P013_cine_lax_3ch.h5,3ch,5,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,5.86e-09,0.006288213,2.58e-05,6.59e-05,5.09e-06,0.003159234,0.00011269,0.00019338
MultiCoil,Center007_Siemens_30T_Prisma_P013_cine_sax.h5,sax,5,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,9.73e-09,0.007592271,2.66e-05,9.24e-05,2.98e-06,0.002479225,0.000156412,0.000260791
MultiCoil,Center007_Siemens_30T_Prisma_P014_cine_lax_4ch.h5,4ch,5.0,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,4.56e-09,0.00665882,3.53e-05,8.73e-05,3.37e-06,0.003450787,0.000142683,0.000261472
MultiCoil,Center007_Siemens_30T_Prisma_P014_cine_sax.h5,sax,5,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,6.97e-09,0.006936551,2.78e-05,8.84e-05,3e-06,0.002573386,0.000149652,0.000251935
MultiCoil,Center007_Siemens_30T_Prisma_P015_cine_lax_2ch.h5,2ch,5,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,4.09e-09,0.007761118,2.91e-05,8.34e-05,2.88e-06,0.002914087,0.000127881,0.000248305
MultiCoil,Center007_Siemens_30T_Prisma_P015_cine_sax.h5,sax,5,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,1.62e-09,0.006595446,2.68e-05,9.37e-05,2.94e-06,0.002670037,0.000150849,0.000268724
MultiCoil,Center007_Siemens_30T_Prisma_P016_cine_lax_3ch.h5,3ch,5,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,3.36e-09,0.007690669,1.8e-05,5.76e-05,2.78e-06,0.001329386,0.00011221,0.000154488
MultiCoil,Center007_Siemens_30T_Prisma_P016_cine_sax.h5,sax,5,,"(12, 10, 10, 384, 144)","(12, 10, 384, 144)",0,0,1.11e-09,0.013299264,4.83e-05,0.000170296,4.74e-06,0.007449722,0.000232563,0.000509143
MultiCoil,Center007_Siemens_30T_Prisma_P017_cine_lax_4ch.h5,4ch,4.0,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,3.87e-09,0.009205896,4.71e-05,0.000122628,3.08e-06,0.004040066,0.000199157,0.000364494
MultiCoil,Center007_Siemens_30T_Prisma_P018_cine_lax_2ch.h5,2ch,5,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,4.86e-09,0.008893257,5.81e-05,0.000181425,5.13e-06,0.006683242,0.000234787,0.000554764
MultiCoil,Center007_Siemens_30T_Prisma_P019_cine_lax_4ch.h5,4ch,5.0,,"(12, 1, 10, 384, 144)","(12, 1, 384, 144)",0,0,9.58e-09,0.011758135,5.33e-05,0.000173558,4.83e-06,0.005174209,0.000240347,0.00052143
MultiCoil,Center007_Siemens_30T_Vida_P001_cine_lax_3ch.h5,3ch,5,,"(12, 1, 10, 384, 132)","(12, 1, 384, 132)",0,0,6.86e-09,0.007069796,4.2e-05,0.000130895,4.63e-06,0.005475037,0.000155992,0.000405754
MultiCoil,Center007_Siemens_30T_Vida_P002_cine_lax_4ch.h5,4ch,5.0,,"(12, 1, 10, 384, 132)","(12, 1, 384, 132)",0,0,1.38e-08,0.010573247,4.9e-05,0.00015082,4.22e-06,0.003999355,0.000223406,0.000448906
MultiCoil,Center007_Siemens_30T_Vida_P003_cine_lax_4ch.h5,4ch,5.0,,"(12, 1, 10, 384, 132)","(12, 1, 384, 132)",0,0,6.17e-09,0.01061542,4.91e-05,0.00015189,4.29e-06,0.00388209,0.000221963,0.00045341
MultiCoil,Center007_Siemens_30T_Vida_P004_cine_lax_2ch.h5,2ch,5,,"(12, 1, 10, 384, 132)","(12, 1, 384, 132)",0,0,4.12e-09,0.007485904,4.32e-05,0.000127714,4.34e-06,0.004237333,0.000173016,0.000389716
MultiCoil,Center007_Siemens_30T_Vida_P005_cine_lax_2ch.h5,2ch,5,,"(12, 1, 10, 384, 132)","(12, 1, 384, 132)",0,0,1.13e-08,0.005794566,4.88e-05,0.000129818,4.54e-06,0.004684291,0.000168684,0.000404861
MultiCoil,P001_cine_lax.h5,lax,,,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,9.9e-10,0.007763156,2.67e-05,8.15e-05,1.09e-06,0.004837413,0.000125174,0.000240645
MultiCoil,P001_cine_lvot.h5,lvot,,,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,4.03e-09,0.005734412,4.08e-05,8.09e-05,1.35e-06,0.002391895,0.000162792,0.000235683
MultiCoil,P001_cine_sax.h5,sax,,,"(12, 11, 10, 512, 246)","(12, 11, 512, 246)",0,0,1.09e-09,0.014223026,3.08e-05,0.000102939,1.74e-06,0.004203554,0.000154677,0.000302511
MultiCoil,P001_T1map.h5,T1map,,,"(9, 5, 10, 512, 144)","(9, 5, 512, 144)",0,0,0.0,0.007555888,2.42e-05,6.6e-05,1.97e-06,0.0034618,0.000111668,0.000192341
MultiCoil,P001_T2map.h5,T2map,,,"(3, 5, 10, 384, 116)","(3, 5, 384, 116)",0,0,0.0,0.002839857,1.29e-05,3.62e-05,1.95e-06,0.001548117,6.31e-05,0.000103811
MultiCoil,P002_aorta_sag.h5,sag,,,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,1.71e-09,0.002971164,1.45e-05,3.74e-05,1.94e-06,0.001640423,5.58e-05,0.000113927
MultiCoil,P002_aorta_tra.h5,tra,,,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,6.91e-10,0.00290586,1.57e-05,4.3e-05,1.49e-06,0.002449937,5.44e-05,0.000134305
MultiCoil,P002_cine_lax.h5,lax,,,"(12, 3, 10, 448, 204)","(12, 3, 448, 204)",0,0,2.83e-09,0.007189511,2.11e-05,6.57e-05,1.24e-06,0.002761717,9.17e-05,0.000197985
MultiCoil,P002_cine_lvot.h5,lvot,,,"(12, 1, 10, 416, 168)","(12, 1, 416, 168)",0,0,2.63e-09,0.00620197,2.53e-05,6.92e-05,1.4e-06,0.002033397,0.000120952,0.000199048
MultiCoil,P002_cine_sax.h5,sax,,,"(12, 2, 10, 512, 246)","(12, 2, 512, 246)",0,0,1.87e-10,0.008358819,2.27e-05,7.1e-05,1.75e-06,0.003829875,8.73e-05,0.000219128
MultiCoil,P002_T1map.h5,T1map,,,"(9, 6, 10, 512, 144)","(9, 6, 512, 144)",0,0,0.0,0.005737921,2.07e-05,6.16e-05,2.19e-06,0.004497789,9.14e-05,0.00018411
MultiCoil,P002_T2map.h5,T2map,,,"(3, 6, 10, 384, 116)","(3, 6, 384, 116)",0,0,0.0,0.004969499,1.31e-05,4.25e-05,2.13e-06,0.002069311,6.58e-05,0.000124244
MultiCoil,P002_tagging.h5,tagging,,,"(12, 11, 10, 448, 180)","(12, 11, 448, 180)",0,0,6.87e-10,0.003615656,9.9e-06,3.1e-05,1.3e-06,0.001309081,4.99e-05,9e-05
MultiCoil,P003_aorta_sag.h5,sag,,,"(12, 8, 10, 416, 168)","(12, 8, 416, 168)",0,0,2.24e-09,0.002670171,1.81e-05,4.44e-05,1.5e-06,0.001937748,6.5e-05,0.000136899
